id,key,subject,sender,recipient,date,msg,tags,concepts,class
436,odbc://SAS_1970s/dbo.SAS_Docs/1463027,APPROPRIATION DATA FOR TAD MARINES,ATHENS,MADRID MUNICH,23-Aug-74,,"ASEC, AFSP, GR",n/a,UNCLASSIFIED
437,odbc://SAS_1970s/dbo.SAS_Docs/1464626,JOINING OF MSG,BEIRUT,n/a,23-Aug-74,,MILI,n/a,UNCLASSIFIED
438,odbc://SAS_1970s/dbo.SAS_Docs/1459376,"JOIN FRANKFURT FOR CO CO ""A""",LISBON,FRANKFURT,23-Aug-74,,ASEC,n/a,UNCLASSIFIED
439,odbc://SAS_1970s/dbo.SAS_Docs/1459383,REPORT OF JOIN A. UD WORKSHEET NUMBER 34-74,GENEVA,FRANKFURT,23-Aug-74,,ASEC,n/a,UNCLASSIFIED
440,odbc://SAS_1970s/dbo.SAS_Docs/1680970,"GRENADIAN [Sensitive Information Removed, NARA 3/1/2006]",BRIDGETOWN,STATE,1-Aug-74,,"CVIS, PFOR, GJ, US, ([Sensitive Information Removed, NARA 3/1/2006])","CUSTOMS COURTESIES, CHARGE D AFFAIRES, PERSONNEL MOVEMENTS,  DIPLOMATIC VISAS",UNCLASSIFIED
441,odbc://SAS_1970s/dbo.SAS_Docs/1681856,HEARING OF DEFENDANTS IN FEB 16 CAMPSITE RAID CASE,ADANA,STATE ANKARA,1-Aug-74,,"CASC, MILI, TU","HASHISH, MILITARY PERSONNEL, TRIALS, DRUG SEIZURES",UNCLASSIFIED
442,odbc://SAS_1970s/dbo.SAS_Docs/1687371,GREECE AND NATO,STATE,"n/a INFO RUFHGV GENEVA
USUN N Y
NICOSIA",31-Aug-74,,"PFOR, GR, US, NATO","POLICIES, ALLIANCE, GOVERNMENT REACTIONS, DIPLOMATIC DISCUSSIONS,  RELATIONS WITH REGIONAL ORGS",SECRET
443,odbc://SAS_1970s/dbo.SAS_Docs/1686245,NATO MARITIME COORDINATION GROUP,NATO,"STATE
SECDEF INFO USNMR SHAPE
USCINCEUR
USLOSACLANT
CINCLANT
USDOCOSOUTH",9-Aug-74,,"MCAP, NATO",n/a,CONFIDENTIAL
444,odbc://SAS_1970s/dbo.SAS_Docs/1676711,DISCUSSION WITH UK HICOMER,NICOSIA,STATE,1-Aug-74,,"PFOR, PINT, CY, (OLVER)","ARMISTICE, AGREEMENTS, INTERNATIONAL PEACEKEEPING FORCES, DIPLOMATIC  DISCUSSIONS",SECRET
445,odbc://SAS_1970s/dbo.SAS_Docs/1527945,"MSG, SGT. [Sensitive Information Removed, NARA 3/1/2006]",STATE,MOSCOW HELSINKI,16-Aug-74,,ASEC,n/a,LIMITED OFFICIAL USE
446,odbc://SAS_1970s/dbo.SAS_Docs/1576444,CONVERSATION WITH UK HICOMM OLVER,NICOSIA,STATE,12-Aug-74,,"PFOR, CY, TU, UNFICYP, (OLVER)","TROOP DEPLOYMENT, DETERRENCE, DIPLOMATIC DISCUSSIONS, MILITARY PLANS,  COMBAT OPERATIONS, INTERNATIONAL PEACEKEEPING FORCES",SECRET
447,odbc://SAS_1970s/dbo.SAS_Docs/1578753,CYPRUS PHASE II TALKS - TURKISH ULTIMATUM,GENEVA,STATE,12-Aug-74,,"PFOR, CY, TU","PEACE TALKS, NEGOTIATIONS, FOREIGN POLICY POSITION, FORM OF  GOVERNMENT",SECRET
448,odbc://SAS_1970s/dbo.SAS_Docs/1629939,NOTIFICATION OF PERSONAL TRAVEL IN SOVIET BLOC COUNTRIES,PARIS,BUDAPEST PRAGUE,29-Aug-74,,"ASEC, OTRA, (TINSLEY, CAROLYN W)",n/a,LIMITED OFFICIAL USE
449,odbc://SAS_1970s/dbo.SAS_Docs/1435659,"PERSONAL TRAVEL TO USSR (JACOBS, ROBERT LEONARD, FSO-6)",OTTAWA,MOSCOW STATE,26-Aug-74,,"APER, ASEC",n/a,LIMITED OFFICIAL USE
450,odbc://SAS_1970s/dbo.SAS_Docs/1451851,CANADIANS BRIEFED ON U.S. AIR DEFENSE PLANS,STATE,OTTAWA,23-Aug-74,,"MILI, CA","AGREEMENTS, MILITARY PLANS, MISSILES, NUCLEAR WEAPONS",SECRET
451,odbc://SAS_1970s/dbo.SAS_Docs/1510986,"[Sensitive Information Removed, NARA 3/1/2006]",MONTREAL,PARIS,19-Aug-74,,"SNAR, CA, ([Sensitive Information Removed, NARA 3/1/2006])","DRUG CONTROL, DRUG TRAFFIC, ARRESTS",LIMITED OFFICIAL USE
452,odbc://SAS_1970s/dbo.SAS_Docs/1667911,,MONTREAL,n/a,29-Aug-74,,"SNAR, CA, US","DRUG CONTROL, ARRESTS",LIMITED OFFICIAL USE
453,odbc://SAS_1970s/dbo.SAS_Docs/1686195,ARRANGEMENTS FOR THE EXCHANGE OF INFORMATION AND INTELLIGENCE IN TIMES          OF CRISIS AND TENSION OUTSIDE THE NATO AREA,NATO,"STATE
SECDEF INFO USNMR SHAPE
USCINCEUR
USLOSACLANT
CINCLANT",12-Aug-74,,"PINR, NATO",n/a,CONFIDENTIAL
454,odbc://SAS_1970s/dbo.SAS_Docs/1668563,ZUNO KIDNAPPING,MEXICO,STATE,29-Aug-74,,"PINS, MX, GUADALAJARA, (ECHEVERRIA, LUIS), (ZUNO)","KIDNAPPING, PRESS COMMENTS, POLITICAL SITUATION, DEPENDENTS",CONFIDENTIAL
455,odbc://SAS_1970s/dbo.SAS_Docs/1676733,"REQUEST FOR BIOGRAPHIC INFORMATION O BURMESE [Sensitive Information Removed, NARA 3/1/2006]",STATE,OTTAWA,1-Aug-74,,"PINR, BM, CA, ([Sensitive Information Removed, NARA 3/1/2006])","BIOGRAPHIC INFORMATION, AMBASSADORS",CONFIDENTIAL
456,odbc://SAS_1970s/dbo.SAS_Docs/1688803,DEBRIEFING THAI VOLUNTEERS CAPTURED IN LAOS,VIENTIANE,STATE,28-Aug-74,,"MOPS, LA, TH, US","INTELLIGENCE COLLECTION, POW, POW RETURN",CONFIDENTIAL
457,odbc://SAS_1970s/dbo.SAS_Docs/1688796,APPARENT TERRORIST ACTION IN DACCA,DACCA,STATE,29-Aug-74,,"PINS, PINT, OGEN, BG","PARAMILITARY FORCES, POLITICAL SITUATION, UNCONVENTIONAL WARFARE,  DIPLOMATIC MISSIONS, DIPLOMATIC PERSONNEL",CONFIDENTIAL
458,odbc://SAS_1970s/dbo.SAS_Docs/1688784,GFT FUGITIVE,CARACAS,SANTIAGO BUENOS AIRES,29-Aug-74,,"SNAR, VE, US",FUGITIVES,SECRET
459,odbc://SAS_1970s/dbo.SAS_Docs/1688777,GFT FUGITIVE,CARACAS,SANTIAGO BUENOS AIRES,29-Aug-74,,"SNAR, PINS, VE","INSTRUCTIONS, POLICIES, THREATS, FUGITIVES, CRIME DATA",SECRET
460,odbc://SAS_1970s/dbo.SAS_Docs/1688765,: SOVIET AIRCRAFT SUPPORT FACILITIES IN CONAKRY,CONAKRY,DOD,29-Aug-74,,"MARR, GV, UR","MILITARY BASES, AIR FORCE",SECRET
461,odbc://SAS_1970s/dbo.SAS_Docs/1688759,ARGENTINE AMBASSADOR OSINDE TO REMAIN IN ASUNCION,ASUNCION,STATE,29-Aug-74,,"PINT, PA, AR, (OSINDE, JORGE)","AMBASSADORS, PERSONNEL ASSIGNMENTS",CONFIDENTIAL
462,odbc://SAS_1970s/dbo.SAS_Docs/1687323,PROSPECTIVE MIDDLE EASTERN ECONOMIC ASSISTANCE TO SRI LANKA,COLOMBO,"STATE INFO ISLAMABAD
JIDDA
KUWAIT
NEW DELHI
TEHRAN",15-Aug-74,,"ETRD, ENRG, ECON, EFIN, CE, XF","PETROLEUM, ECONOMIC ASSISTANCE, PRICES, FOREIGN EXCHANGE HOLDINGS,  ECONOMIC REPORTS, FINANCIAL DATA",SECRET
463,odbc://SAS_1970s/dbo.SAS_Docs/1686607,,NATO,"STATE
SECDEF INFO USCINCEUR
USNMR SHAPE
USLOSACLANT
CINCLANT
COPENHAGEN
LISBON
LONDON",30-Aug-74,,"PFOR, NATO",n/a,SECRET
464,odbc://SAS_1970s/dbo.SAS_Docs/1686599,NPG STUDY OF NEW WEAPONS TECHNOLOGY,NATO,"STATE
SECDEF INFO USCINCEUR
USNMR SHAPE
USLOSACLANT
CINCLANT",22-Aug-74,,"PFOR, NATO",n/a,SECRET
465,odbc://SAS_1970s/dbo.SAS_Docs/1686590,,NATO,"STATE
SECDEF INFO USCINCEUR
USNMR SHAPE
USLOSACLANT
CINCLANT
LISBON
BONN",7-Aug-74,,"PFOR, NATO, ASEC, PINS",n/a,SECRET
466,odbc://SAS_1970s/dbo.SAS_Docs/1685224,MBFR: UK COMMENTS ON REVISED WG PAPER ON ARIEL INSPECTION,NATO,"STATE
SECDEF INFO BONN
LONDON

MBFR VIENNA
USNMR SHAPE
USCINCEUR",1-Aug-74,,"PARM, NATO",n/a,SECRET
467,odbc://SAS_1970s/dbo.SAS_Docs/1685117,MFR: WORKING GROUP PAPER ON IMPLICATIONS OF REVISED DATA IN RELATION TO          GROUND FORCE DEFINITION ISSUE,NATO,"STATE
SECDEF INFO BONN
LONDON
MBFR VIENNA
USNMR SHAPE
USCINCEUR",9-Aug-74,,"PARM, NATO",n/a,SECRET
468,odbc://SAS_1970s/dbo.SAS_Docs/1682353,HONDURAS-EL SALVADOR DISPUTE,SAN SALVADOR,STATE,22-Aug-74,,"PFOR, ES, HO, PFOR","BOUNDARY CLAIMS, DIPLOMATIC DISCUSSIONS, FOREIGN POLICY POSITION,      NEGOTIATIONS",SECRET
469,odbc://SAS_1970s/dbo.SAS_Docs/1681701,REPORT OF ATTEMPTED KIDNAPPING OF FORMER PRESIDENT BEN BELLA BY  OPPOSITION GROUP,ALGIERS,STATE,1-Aug-74,,"PINS, AG, (BELLA, AHMED BEN)","PARAMILITARY FORCES, KIDNAPPING, PRESS COMMENTS",SECRET
470,odbc://SAS_1970s/dbo.SAS_Docs/1679265,ADMIN ITEMS A. BRUSSELS MSG 290834Z JUL 74,FRANKFURT,BRUSSELS,1-Aug-74,,ASEC,n/a,UNCLASSIFIED
471,odbc://SAS_1970s/dbo.SAS_Docs/1679106,DISRARMING OF KHAMPAS,KATHMANDU,STATE,1-Aug-74,,"PINS, PFOR, US, NP, KHAMPAS","DRUG TRAFFIC, FOREIGN RELATIONS, REFUGEES, DISARMAMENT, POLITICAL  SITUATION, FOREIGN ASSISTANCE, DIPLOMATIC DISCUSSIONS",SECRET
472,odbc://SAS_1970s/dbo.SAS_Docs/1679098,PILOT TRAINING FOR LT DAOUD,KABUL,STATE,1-Aug-74,,"PFOR, AF, US","PERSONNEL TRAINING, AIRCRAFT PILOTS, AIRLINES",CONFIDENTIAL
473,odbc://SAS_1970s/dbo.SAS_Docs/1678075,KINGSTON CONFERENCE BETWEEN EC AND ACP COUNTRIES: BRITISH VIEWS,LONDON,STATE,1-Aug-74,,"ETRD, UK, EEC, ACP","TRADE, NEGOTIATIONS, FOREIGN POLICY POSITION",CONFIDENTIAL
474,odbc://SAS_1970s/dbo.SAS_Docs/1678070,LATEST BRITISH MOVES ON CYPRUS,LONDON,STATE,1-Aug-74,,"PFOR, CY, UK","ARMISTICE, POLITICAL SITUATION",CONFIDENTIAL
475,odbc://SAS_1970s/dbo.SAS_Docs/1676224,RED CROSS TALKS,SEOUL,STATE CINCPAC,1-Aug-74,,"PFOR, PDEV, KS, KN, IRC-3","MEETINGS, NEGOTIATIONS, MEETING REPORTS",CONFIDENTIAL
476,odbc://SAS_1970s/dbo.SAS_Docs/1673739,GOH SOUNDS US OUT ON POSSIBLE TRADE WITH CUBA,TEGUCIGALPA,STATE,1-Aug-74,,"PFOR, ES, HO, CU","FOREIGN TRADE, MEATS",SECRET
477,odbc://SAS_1970s/dbo.SAS_Docs/1673732,RECALLED PRC AMBASSADORS,THE HAGUE,STATE,1-Aug-74,,"PINR, CH, NL, (HAO TE-CHING)","PERSONNEL TRAVEL, AMBASSADORS",SECRET
478,odbc://SAS_1970s/dbo.SAS_Docs/1670382,STATE OF PLAY ON LPF INITIATIVES FOLLOWING SOUVANNA'S HEART ATTACK,VIENTIANE,STATE,1-Aug-74,,"PFOR, LA, LPF, (SOUVANNA PHOUMA)","CABINET, PRIME MINISTER, HEALTH, POLITICAL SETTLEMENT, MEETINGS,  POLITICAL SITUATION, NEGOTIATIONS",SECRET
479,odbc://SAS_1970s/dbo.SAS_Docs/1670376,MORE ON POSSIBLE GOVERNMENTAL CHANGE,DACCA,STATE,2-Aug-74,,"PINT, BG","POLITICAL SITUATION, POLITICAL PARTIES, CENTRAL GOVERNMENT, FORM OF  GOVERNMENT",SECRET
480,odbc://SAS_1970s/dbo.SAS_Docs/1667540,MOBUTU PROPOSES MISSIONS TO DISCUSS MILITARY AND ECONOMIC ASSISTANCE,KINSHASA,STATE,29-Aug-74,,"MASS, EAID, CG, (MOBUTU, SESE SEKO)","MILITARY ASSISTANCE, FOREIGN ASSISTANCE, VISITS",SECRET
481,odbc://SAS_1970s/dbo.SAS_Docs/1666517,PROPOSED FRG/IRAN PETROLEUM PRODUCTS DEAL,LONDON,STATE,2-Aug-74,,"ETRD, ENRG, UK, GE, IR, EEC","CUSTOMS DUTIES, PETROLEUM PRODUCTS, IMPORTS, POLICIES, PREFERENTIAL  TARIFFS",LIMITED OFFICIAL USE
482,odbc://SAS_1970s/dbo.SAS_Docs/1666511,UK-EC RENEGOTIATION,LONDON,STATE,2-Aug-74,,"ETRD, UK, EEC","MEMBERSHIP, REGIONAL ORGANIZATIONS",CONFIDENTIAL
483,odbc://SAS_1970s/dbo.SAS_Docs/1664242,PROMULGATION OF NEW DRUG LAW EMBASSY WISHES TO DRAW THE DEPARTMENT'S  ATTENTION TO SRF REPORT,LIMA,STATE,2-Aug-74,,"SNAR, PE","DRUG CONTROL, LAW",CONFIDENTIAL
484,odbc://SAS_1970s/dbo.SAS_Docs/1664088,TARAPUR II RECOMMISSIONING FOLNG SENT NEW DELHI FROM BOMBAY DTD AUG  2ND.,NEW DELHI,STATE AEC,2-Aug-74,,"TGEN, IN, (SHAH)","DIPLOMATIC DISCUSSIONS, NUCLEAR POWER PLANTS, TARAPUR II, NUCLEAR  FUELS, NUCLEAR SAFEGUARDS",CONFIDENTIAL
485,odbc://SAS_1970s/dbo.SAS_Docs/1661095,DISCUSSION WITH GENERAL VANG PAO RE PL/NVA ACTIONS,STATE,CINCPAC USSAGE NAKON PHANOM THAILAND,2-Aug-74,,"MCAP, MOPS, LA, VN, PL, NVA, (VANG PAO)","DIPLOMATIC DISCUSSIONS, MILITARY PLANS, MILITARY CAPABILITIES, GROUND  COMBAT OPERATIONS",SECRET
486,odbc://SAS_1970s/dbo.SAS_Docs/1661084,SAUDI REACTION TO SIMON'S MISSION TO EGYPT,STATE,JIDDA,2-Aug-74,,"EAID, PFOR, ASEC, EG, SA, US, (SIMON, WILLIAM E)","TECHNICAL ASSISTANCE, MINISTERIAL VISITS, FOREIGN ASSISTANCE",SECRET
487,odbc://SAS_1970s/dbo.SAS_Docs/1658287,NORTH KOREAN MILITARY ASSISTANCE TO ZAIRE,STATE,KINSHASA,2-Aug-74,,"PINR, CG, US, KN",MILITARY ASSISTANCE,SECRET
488,odbc://SAS_1970s/dbo.SAS_Docs/1654577,DISCUSSION WITH GENERAL VANG PAO RE PL/NVA ACTIONS,VIENTIANE,STATE,2-Aug-74,,"MCAP, MOPS, LA, VN","COMBAT OPERATIONS, MILITARY PLANS, POLITICAL SITUATION",SECRET
489,odbc://SAS_1970s/dbo.SAS_Docs/1654559,CYPRUS: GREEK MINISTER DEFENSE SUSPECTS IMMINENT TURKISH MILITARY  OPERATIONS MIGHT BE LAUNCHED,ATHENS,STATE DOD,4-Aug-74,,"PINR, MOPS, GR, CY, TU, (AVEROFF)","ARMED FORCES, POLITICAL STABILITY, COMBAT OPERATIONS",SECRET
490,odbc://SAS_1970s/dbo.SAS_Docs/1650524,REPORTED PAKISTAN VIOLATION OF AFGHANISTAN AIR SPACE SUMMARY:  DEPFONMIN ABDULLAH REPORTS VIOLATIONS OF AFGHANISTAN,KABUL,STATE,4-Aug-74,,"PFOR, PINR, AF, PK","AIRSPACE VIOLATIONS, DIPLOMATIC COMMUNICATIONS",CONFIDENTIAL
491,odbc://SAS_1970s/dbo.SAS_Docs/1647054,"US-UK CONSULTATIONS ON NON-PROLIFERATION, JULY 30",STATE,COLOMBO KATHMANDU LONDON,5-Aug-74,,"PARM, UK, IN, PK, AR","NUCLEAR PROLIFERATION, POLICIES, NPT, ARMS CONTROL MEETINGS, NUCLEAR  EXPLOSIONS, NUCLEAR REACTORS",CONFIDENTIAL
492,odbc://SAS_1970s/dbo.SAS_Docs/1640243,TENNECO FOUR,ADDIS ABABA,STATE,6-Aug-74,,"PINS, CASC, ET, TENNECO FOUR","PARAMILITARY FORCES, KIDNAPPING, PRISONERS RELEASE",CONFIDENTIAL
493,odbc://SAS_1970s/dbo.SAS_Docs/1640236,"MORE ""REVELATIONS"" OF QADHAAFI'S ANTI-EGYPTIAN PLOTTING",CAIRO,STATE,6-Aug-74,,"PFOR, EG, LY","PRESS COMMENTS, PARAMILITARY FORCES, POLITICAL SITUATION, POSTAL  SERVICE, EXPLOSIONS",CONFIDENTIAL
494,odbc://SAS_1970s/dbo.SAS_Docs/1640230,TERRORIST THREAT AGAINST AMBASSADOR,CAIRO,STATE,6-Aug-74,,ASEC,n/a,CONFIDENTIAL
495,odbc://SAS_1970s/dbo.SAS_Docs/1639166,"CYPRUS SUMMARY: IN THREE-HOUR SESSION OVER DINNER, CLERIDES OFFERED  HIS",NICOSIA,STATE,6-Aug-74,,"PFOR, CY, (CLERIDES, GLAFCOS)","DIPLOMATIC DISCUSSIONS, FORM OF GOVERNMENT",SECRET
496,odbc://SAS_1970s/dbo.SAS_Docs/1633296,TRIALS OF BISHOP CHI AND EX-PRESIDENT YUN PO-SUN TO RESUME; ARRIVING  CLERGYMEN INTERROGATED,SEOUL,STATE,6-Aug-74,,"PINT, PINS, KS, (YUN PO-SUN), (CHI HAK-SON)","CATHOLICS, VISITS, TRIALS, CLERGYMEN, POLITICAL LEADERS",CONFIDENTIAL
497,odbc://SAS_1970s/dbo.SAS_Docs/1629789,GFT: FUGITIVES,SANTIAGO,CARACAS,29-Aug-74,,"SNAR, CI","DATA, FUGITIVES, INFORMANTS, POLICE PROTECTION",SECRET
498,odbc://SAS_1970s/dbo.SAS_Docs/1629777,"CHASITY BELT SYSTEM BEIRUT FOR RTC, RABAT AND TUNIS FOR RSO",STATE,TRIPOLI,29-Aug-74,,ASEC,n/a,CONFIDENTIAL
499,odbc://SAS_1970s/dbo.SAS_Docs/1626011,POLITICO/MILITARY PRESSURES MOUNT,ADDIS ABABA,STATE,7-Aug-74,,"PINS, PINT, ET","PRESS COMMENTS, POLITICAL SITUATION, RADIO BROADCASTING, PERSONNEL  RESIGNATIONS",CONFIDENTIAL
500,odbc://SAS_1970s/dbo.SAS_Docs/1625613,,VIENNA,STATE FBI,6-Aug-74,,"CVIS, ASEC",n/a,UNCLASSIFIED
501,odbc://SAS_1970s/dbo.SAS_Docs/1622257,NORTH KOREAN MILITARY ASSISTANCE TO ZAIRE,KINSHASA,STATE,7-Aug-74,,"MASS, KN, CG",MILITARY ASSISTANCE,SECRET
502,odbc://SAS_1970s/dbo.SAS_Docs/1622241,MOBUTU MAY URGE SECRETARY MEET HOLDEN ROBERTO,KINSHASA,STATE,7-Aug-74,,"OVIP, PFOR, CG, AO, (KISSINGER, HENRY A), (ROBERTO, HOLDEN), (MOBUTU)",MEETINGS,SECRET
503,odbc://SAS_1970s/dbo.SAS_Docs/1622201,MBFR - BRITISH INTERNAL STUDIES,LONDON,STATE,7-Aug-74,,PARM,"NUCLEAR ENERGY, MUTUAL FORCE REDUCTIONS, MEETINGS",SECRET
504,odbc://SAS_1970s/dbo.SAS_Docs/1619251,GOC CHARGE AGAINST ORLANDO LETELIER,SANTIAGO,STATE,7-Aug-74,,"PINS, SOCI, CI, ITT, (LETELIER, ORLANDO), (ANDERSON, JACK)","BRIBERY, REPORTS, PENAL SYSTEM, INVESTIGATIONS, JOURNALISTS",SECRET
505,odbc://SAS_1970s/dbo.SAS_Docs/1616583,DEA STAFFING,STATE,MEXICO,7-Aug-74,,"SNAR, APER, MX, US, DEA","DRUG CONTROL, INSTRUCTIONS, PERSONNEL ASSIGNMENTS, POSITION  AUTHORIZATION",CONFIDENTIAL
506,odbc://SAS_1970s/dbo.SAS_Docs/1616576,SHAH'S VIEWS ON REGIONAL AFFAIRS,TEHRAN,STATE,7-Aug-74,,"PFOR, MASS, UR, SA, EG, GR, IR, TUDEH, (PAHLAVI, MOHAMMED REZA)","NAVAL FORCES, ARMS, MILITARY AIRCRAFT, LPG, PRICES, POLITICAL  SITUATION",SECRET
507,odbc://SAS_1970s/dbo.SAS_Docs/1616567,PRC AMBASSADOR RETURNS TO TEHRAN,TEHRAN,STATE,7-Aug-74,,"PINR, CH, IR, (CHEN HSIN-JEN)","AMBASSADORS, PERSONNEL MOVEMENTS",SECRET
508,odbc://SAS_1970s/dbo.SAS_Docs/1612471,FOREIGN MINISTER PHOUMI VONGVICHIT TO BE NAMED ACTING PRIME MINISTER,VIENTIANE,STATE,7-Aug-74,,"PGOV, PINR, LA, (PHOUMI VONGVICHIT)","PRIME MINISTER, PRESS COMMENTS, PERSONNEL ASSIGNMENTS",SECRET
509,odbc://SAS_1970s/dbo.SAS_Docs/1612464,PRC AMBASSADOR,BUJUMBURA,STATE,8-Aug-74,,"PFOR, PDIP, CH, BY","REPORTS, AMBASSADORS",CONFIDENTIAL
510,odbc://SAS_1970s/dbo.SAS_Docs/1608738,INDIAN ASSURANCES TO AFGHANISTAN,NEW DELHI,STATE,8-Aug-74,,"PFOR, IN, PK, AF, (HAKSAR, P N)","INTERVENTION, FOREIGN RELATIONS, WAR, FOREIGN POLICY POSITION",SECRET
511,odbc://SAS_1970s/dbo.SAS_Docs/1601918,ANDREAS PAPANDREOU'S SCHEDULED RETURN AFTER TWO WEEKS OF SPECULATION  ATHENS PRESS,ATHENS,STATE,9-Aug-74,,"PINS, GR, (PAPANDREOUS, ANDREAS)","PRESS COMMENTS, PUBLIC DEMONSTRATIONS, VISITS",CONFIDENTIAL
512,odbc://SAS_1970s/dbo.SAS_Docs/1601911,REFUGEES,BOMBAY,STATE,9-Aug-74,,"SREF, IN, YO, (MAKSIMOVIC, MILAN)","REFUGEES, POLITICAL ASYLUM, IMMIGRANTS",SECRET
513,odbc://SAS_1970s/dbo.SAS_Docs/1601407,,VIENNA,STATE FBI,8-Aug-74,,"CVIS, ASEC",n/a,UNCLASSIFIED
514,odbc://SAS_1970s/dbo.SAS_Docs/1598154,INFORMATION ON RTG COUNTER-INSURGENCY MOVES IN SOUTH LOCAL PRESS AND  NATIONAL WIRE SERVICE HAVE GIVEN VIRTUALLY NO,KUALA LUMPUR,BANGKOK,9-Aug-74,,"PINS, TH, MY","INTELLIGENCE COLLECTION, POLITICAL SITUATION",CONFIDENTIAL
515,odbc://SAS_1970s/dbo.SAS_Docs/1598134,REPORTED DEFECTION OF ROMANIAN DIPLOMATS,BONN,MUNICH,9-Aug-74,,"PFOR, RO","DEFECTION, DEFECTORS",LIMITED OFFICIAL USE
516,odbc://SAS_1970s/dbo.SAS_Docs/1595327,FAHMY'S TRAVEL,PARIS,STATE,9-Aug-74,,"ASEC, PFOR, OVIP, EG, US, (FAHMY, ISMAIL)","ITINERARY, MINISTERIAL VISITS",CONFIDENTIAL
517,odbc://SAS_1970s/dbo.SAS_Docs/1592921,REQUEST FOR POLITICAL ASSESSMENT,STATE,DACCA,29-Aug-74,,"PFOR, PINR, PINT, BG, US","INTELLIGENCE ASSESSMENTS, POLITICAL SITUATION",SECRET
518,odbc://SAS_1970s/dbo.SAS_Docs/1592913,ROC ATTEMPT TO ACQUIRE EC-121 FOR EA - DEPUTY ASSISTANT SECRETARY  HUMMEL,TAIPEI,STATE,29-Aug-74,,"MCAP, MASS, TW","MILITARY AIRCRAFT, SCIENTIFIC COOPERATION, MILITARY PROCUREMENT",SECRET
519,odbc://SAS_1970s/dbo.SAS_Docs/1573546,REFUGEES,STATE,BELGRADE,12-Aug-74,,"SREF, IN, (MAKSIMOVIC, MILAN)","REFUGEES, POLITICAL ASYLUM, IMMIGRANTS",SECRET
520,odbc://SAS_1970s/dbo.SAS_Docs/1567005,CCC DOHA,KUWAIT,STATE,13-Aug-74,,"ACOM, ASEC",n/a,CONFIDENTIAL
521,odbc://SAS_1970s/dbo.SAS_Docs/1564783,NARCOTICS: RANGOON DRUG MARKET EFFECTED BY POLICE ACTIONS,RANGOON,STATE,13-Aug-74,,"SNAR, BM","NARCOTICS, PRESS COMMENTS, OPIUM, CRIMES, PROGRAMS (PROJECTS),  POLITICAL SITUATION",LIMITED OFFICIAL USE
522,odbc://SAS_1970s/dbo.SAS_Docs/1564773,PLANS FOR SEPTEMBER 11 ANNIVERSARY OF MILITARY COUP,SANTIAGO,STATE,13-Aug-74,,"PINT, PINS, CI, (ALLENDE), (WILLOUGHBY)","GOVERNMENT OVERTHROW, PRESIDENT, ANNIVERSARY MESSAGES, SPEECHES",CONFIDENTIAL
523,odbc://SAS_1970s/dbo.SAS_Docs/1557179,"GFT - FUGITIVES CCX C1-72-0409, RAFAEL ALARCON PINOCHET",CARACAS,SANTIAGO,30-Aug-74,,"SNAR, VE, (ALARCON PINOCHET, RAFAEL)","DRUG TRAFFIC, MURDER, INSTRUCTIONS, FUGITIVES, PLOTS",SECRET
524,odbc://SAS_1970s/dbo.SAS_Docs/1557171,GFT - FUGITIVE CCX C1-72-0409. RAFAEL ALARCON PINOCHET,CARACAS,SANTIAGO,30-Aug-74,,"SNAR, VE, US, (ALARCON PINOCHET, JOSE)","EXPULSION, DRUG TRAFFIC, ARRESTS",SECRET
525,odbc://SAS_1970s/dbo.SAS_Docs/1557153,"FUGITIVES GFT CROSS REFERENCE C1720409, RAFAEL ALARCON PINOCHET",BUENOS AIRES,CARACAS,30-Aug-74,,"SNAR, CVIS, VE, (ALARCON PINOCHET, RAFAEL), (JAIME FORTEZ)","FUGITIVES, DIPLOMATIC PASSPORTS, VISAS",SECRET
526,odbc://SAS_1970s/dbo.SAS_Docs/1552554,OPERATION BOULDER NAMECHECK,NIAMEY,STATE FBI,14-Aug-74,,"CVIS, ASEC, NG",n/a,UNCLASSIFIED
527,odbc://SAS_1970s/dbo.SAS_Docs/1550498,CUBA AND THE OAS,STATE,PANAMA,14-Aug-74,,"PFOR, PN, CU, OAS","DIPLOMATIC RELATIONS ESTABLISHMENT, POLICIES, REGIONAL ORGANIZATIONS",SECRET
528,odbc://SAS_1970s/dbo.SAS_Docs/1550491,ROC-PHILIPPINE RELATIONS,MANILA,TAIPEI STATE,14-Aug-74,,"PFOR, TW, XC, CH, RP","RECOGNITION, DIPLOMATIC RELATIONS ESTABLISHMENT, FOREIGN POLICY  POSITION",CONFIDENTIAL
529,odbc://SAS_1970s/dbo.SAS_Docs/1548566,ATTITUDES OF TUNISIAN OFFICER CORPS,STATE,TUNIS,14-Aug-74,,"PINT, PINR, MILI, AINR, TS","MILITARY PERSONNEL, ARMED FORCES, DEPARTMENTAL TELEGRAMS",SECRET
530,odbc://SAS_1970s/dbo.SAS_Docs/1546665,"SITUATION REPORT NO. 2; SITUATION IN CYPRUS AS OF 1600 EDT, AUGUST 14",STATE,ANKARA MULTIPLE,14-Aug-74,,"MOPS, TU, CY, GR, UN, UNFICYP, NATO","REPORTS, INTERVENTION, WITHDRAWAL OF MEMBERSHIP, GROUND COMBAT  OPERATIONS, INTERNATIONAL PEACEKEEPING FORCES, CASUALTIES, DIPLOMATIC REPRESENTATION S, MEETINGS, MILITARY POLICIES",SECRET
